id,srno,customerName,customerPhone,orderType,paymentMethod,itemTotal,taxTotal,discountTotal,grandTotal,createdAt
"0224e7d9-e312-476b-848d-6a5d75ad1fbe","66","","","DINE_IN","","3987","199.34999999999997","0","4186.35","2026-02-26T14:26:10.656Z"
"022c6dfd-dafc-497e-a7cc-220dde8c1b40","29","","","DINE_IN","","895","44.75","0","939.75","2026-02-23T09:49:13.668Z"
"0231bbe4-cb0c-4527-b630-91bcfcb68074","32","","","DINE_IN","","698","29.900000000000002","0","727.9","2026-02-22T10:53:57.746Z"
"0250a961-69c0-4ea7-972c-4b422eca3ab1","39","","","DINE_IN","","824","41.199999999999996","0","865.2","2026-02-21T13:08:01.935Z"
"02524b06-68f2-4e48-810b-359e1ce735ef","36","","","DINE_IN","","2446","122.3","0","2568.3","2026-02-21T12:57:15.000Z"
"02758d93-b341-4aa6-a3d5-d02298cda1c0","53","","","DINE_IN","","734","36.699999999999996","0","770.7","2026-02-28T14:10:48.472Z"
"02a4517d-2eef-4fc4-abf8-fbdd76022f91","105","","","DINE_IN","","398","19.900000000000002","0","417.9","2026-03-07T15:26:19.813Z"
"02b4f27c-7bb7-462a-a52e-bf09eabc029e","109","","","DINE_IN","","557","27.849999999999998","0","584.85","2026-03-03T17:17:25.890Z"
"02d99298-b5b4-49a5-9d8b-56ebbc0ff726","38","","","DINE_IN","","556","27.800000000000004","0","583.8","2026-02-28T12:17:48.986Z"
"0324e72b-994f-41b9-8538-d5749080b33c","10","","","DINE_IN","","199","9.95","0","208.95","2026-02-21T09:48:03.426Z"
"033c4386-4d0a-42fb-ad00-2093507361ec","5","","","DINE_IN","","110","5.5","0","115.5","2026-03-12T07:21:42.999Z"
"034a2c76-0013-413f-9b73-b0c1edbdcae5","62","","","DINE_IN","","239","11.950000000000001","0","250.95","2026-03-04T13:22:16.366Z"
"038fe364-7942-4b5a-b844-f99a9d6b41a5","18","","","DINE_IN","","797","19.925","398.5","418.425","2026-02-19T05:14:51.082Z"
"03915f78-4600-49d6-b435-669d117eddef","100","","","DINE_IN","","3629","181.44999999999996","0","3810.45","2026-03-04T15:42:08.353Z"
"039259cb-39fb-4be6-b637-406de753a6d8","38","","","DINE_IN","","459","17.950000000000003","0","476.95","2026-02-26T11:53:51.645Z"
"03a05404-1c86-4070-9f9d-daddd47d8189","70","","","DINE_IN","","1454","72.7","0","1526.7","2026-03-09T14:47:53.232Z"
"03d0de80-b3fb-4522-96e0-e79fbc182dd7","51","","","DINE_IN","","5020","250.99999999999997","0","5271","2026-03-09T13:39:00.088Z"
"03d184e5-6a18-454f-bf24-1e9a27b7560c","81","","","DINE_IN","","3943","197.14999999999998","0","4140.15","2026-03-02T16:08:51.967Z"
"03d3d357-d7c1-4364-aac6-d8f7d62aef6c","107","","","DINE_IN","","907","45.35000000000001","0","952.35","2026-03-03T17:10:29.447Z"
"043385ac-5f7d-43e4-8302-ca96252f891a","10","","","DINE_IN","","1217","60.849999999999994","0","1277.85","2026-02-19T16:47:48.964Z"
"043477ac-20a1-4ec6-9aea-4efc559fa3a2","52","","","DINE_IN","","1098","54.900000000000006","0","1152.9","2026-02-22T12:57:56.509Z"
"045ef989-c791-476f-a98b-f276d4c8e20c","83","","","DINE_IN","","1157","57.85","0","1214.85","2026-03-07T14:18:18.959Z"
"046a008f-eff3-4fac-b13b-06e194c42527","56","","","DINE_IN","","658","32.9","0","690.9","2026-03-07T12:23:27.032Z"
"046a73ce-f5ed-4870-af86-4c2330c8fb2c","46","","","DINE_IN","","1346","67.30000000000001","0","1413.3","2026-02-19T05:14:51.082Z"
"047a555a-1c8c-4a91-ace6-8614ff92dc28","79","","","DINE_IN","","509","25.45","0","534.45","2026-03-06T15:24:41.429Z"
"049941ad-1de3-4908-a22e-d53fd83d167f","10","","","DINE_IN","","289","1.4449999999999983","260.1","30.344999999999974","2026-03-13T08:10:27.996Z"
"04f3ad75-e181-4ca9-b3b7-ea3d5c3ecb3f","68","","","DINE_IN","","4403","220.14999999999998","0","4623.15",""
"04fe7557-36fa-46aa-9cde-847de830709e","11","","","DINE_IN","","1157","57.85","0","1214.85","2026-02-22T07:55:22.827Z"
"050a0f85-1050-470c-ab87-c9ee4b84c54f","64","","","DINE_IN","","100","5","0","105","2026-03-12T15:19:29.135Z"
"050caa27-f481-489b-8163-6bc3aa784bb4","104","","","DINE_IN","","1237","61.85000000000001","0","1298.85","2026-03-04T15:51:41.696Z"
"0522033a-bd4b-47de-91b2-ba778007d128","65","","","DINE_IN","","578","14.450000000000001","289","303.45","2026-02-22T13:41:42.545Z"
"052ae1ab-1115-4e05-9aed-691b151185a8","125","","","DINE_IN","","2141","107.05000000000003","0","2248.05","2026-03-04T17:02:18.393Z"
"0531649f-2dc0-4bbd-a1a3-5148f6313104","22","","","DINE_IN","","129","0.06450000000000006","127.71","1.3545000000000063","2026-02-22T09:19:57.928Z"
"0536d2dd-78e6-4299-9cb5-f08ba0b0eaec","27","","","DINE_IN","","349","8.725","174.5","183.225",""
"0541e47a-576b-40d2-a20c-6470c75b8149","70","","","DINE_IN","","1214","60.7","0","1274.7","2026-03-05T14:45:45.218Z"
"054404a0-7154-4bcd-8047-93a9f2ef9484","33","","","DINE_IN","","593","23.720000000000002","118.60000000000001","498.12","2026-03-03T09:25:50.755Z"
"05451aa3-7269-4fd8-a8f8-33be4eed46de","65","","","DINE_IN","","60","3","0","63",""
"055a88f3-f3c0-45e0-b2da-e9769765a58b","95","","","DINE_IN","","349","8.725","174.5","183.225","2026-03-07T14:46:33.923Z"
"058784ce-c28f-45df-910c-9ada250633ad","56","","","DINE_IN","","135","3.375","67.5","70.875","2026-02-23T13:17:09.253Z"
"059299c8-79e3-4a8e-9817-63563855fff5","16","","","DINE_IN","","110","2.75","55","57.75","2026-02-27T07:50:02.726Z"
"05c6c0df-a8e4-487b-8fa0-6eee73f7d442","58","","","DINE_IN","","798","39.900000000000006","0","837.9","2026-02-25T14:02:54.635Z"
"05df7028-c60c-4cae-8a6d-83d0203b90a1","2","","","DINE_IN","","598","14.950000000000001","299","313.95","2026-02-25T05:46:42.216Z"
"061719b7-159c-41f0-98dc-430d2c345c3a","43","","","DINE_IN","","249","6.2250000000000005","124.5","130.725","2026-03-02T13:14:33.792Z"
"06390786-ac61-479b-94ba-2c4e3e4d6b70","13","","","DINE_IN","","1856","92.80000000000003","0","1948.8",""
"064d5b07-888e-43db-9d49-540125522df1","47","","","DINE_IN","","1801","90.05000000000001","0","1891.05","2026-03-08T12:12:34.973Z"
"06508086-6a6d-4091-89a4-afa5abdf3691","4","","","DINE_IN","","650","32.5","0","682.5","2026-03-02T07:41:35.570Z"
"0661c790-84fb-45e3-baee-55ed98ad67a5","60","","","DINE_IN","","578","28.900000000000002","0","606.9","2026-02-19T05:14:51.082Z"
"06805e9e-ac1c-495f-9d52-29eea09841fb","84","","","DINE_IN","","1862","93.1","0","1955.1","2026-03-06T15:27:28.928Z"
"0687e618-8947-44be-bae0-35110937baf0","87","","","DINE_IN","","1223","61.150000000000006","0","1284.15","2026-03-06T15:43:33.648Z"
"06b39117-8d01-4fec-873d-db2d2da3015f","86","","","DINE_IN","","120","6","0","126","2026-03-11T15:45:50.699Z"
"06c8d9a0-f6da-414d-9fee-bdf4e3663165","105","","","DINE_IN","","298","14.9","0","312.9","2026-02-26T17:36:40.754Z"
"06d8671f-5c8f-478c-bbdf-c09670637b50","64","","","DINE_IN","","430","21.5","0","451.5","2026-02-23T14:03:57.047Z"
"06efaf43-6396-4838-86de-4b0861f39fcb","104","","","DINE_IN","","149","3.725","74.5","78.225","2026-02-22T15:34:40.418Z"
"06f0afc2-11c9-4e83-be72-73d8f9062008","52","","","DINE_IN","","499","24.950000000000003","0","523.95","2026-02-21T14:05:51.595Z"
"0709f467-09f1-4892-a3f9-3a508077e2a2","66","","","DINE_IN","","149","3.725","74.5","78.225","2026-03-05T14:32:19.483Z"
"07152b7b-9f5c-403b-9472-c94620834c50","117","","","DINE_IN","","1467","73.35000000000001","0","1540.35","2026-03-04T16:43:53.562Z"
"07317300-d253-4c57-868f-b508120f4499","8","","","DINE_IN","","637","15.925","318.5","334.425","2026-03-01T09:23:06.411Z"
"073bb9c8-1f8f-4a15-a65d-4e7fd36638fb","90","","","DINE_IN","","819","40.95","0","859.95","2026-02-25T15:47:28.377Z"
"0749be14-1feb-4632-822f-122ff737c1ce","63","","","DINE_IN","","2013","100.65","0","2113.65","2026-03-09T14:11:17.737Z"
"0760d8ec-f049-4cc7-80e9-a7e21ea70ea6","20","","","DINE_IN","","449","22.450000000000003","0","471.45","2026-03-07T09:38:16.080Z"
"0785ebde-8221-48c1-b1dc-272c86d1d3d6","47","","","DINE_IN","","2874","143.70000000000002","0","3017.7","2026-03-12T14:09:09.927Z"
"079c02c5-7692-4eef-8de9-a703a7369a13","33","","","DINE_IN","","907","45.35","0","952.35","2026-03-11T10:46:15.307Z"
"07dd793d-ee7c-4b6f-a448-14c305447033","83","","","DINE_IN","","229","5.725","114.5","120.225","2026-02-25T15:23:12.354Z"
"07e6fc25-38a7-42ab-b8e4-d3c98abbd317","68","","","DINE_IN","","180","7.2","36","151.2","2026-03-11T14:52:41.368Z"
"0854f18e-05a6-4fbe-962d-8b921b6c8614","72","","","DINE_IN","","1122","56.1","0","1178.1","2026-03-09T14:58:41.640Z"
"086ecdc8-0f0b-48d1-971d-a2ca93b9f5ca","90","","","DINE_IN","","789","39.45","0","828.45","2026-03-08T16:23:59.660Z"
"087e70ea-d191-488a-809c-ecadd82e7e76","110","","","DINE_IN","","820","41","0","861","2026-02-26T17:58:18.189Z"
"08c93beb-21f2-4a8b-b7c6-5a5258ad5877","109","","","DINE_IN","","819","38.0835","57.330000000000005","799.7534999999999","2026-02-22T15:45:45.908Z"
"08fa66a6-6b9b-4fb0-acf4-275497d1cbcd","24","","","DINE_IN","","1556","71.15","133","1494.15","2026-03-12T10:30:45.624Z"
"0902782a-351f-47ad-a7ca-5065e2ab6522","32","","","DINE_IN","","299","14.950000000000001","0","313.95","2026-03-11T10:29:02.037Z"
"092bf151-f31f-4f29-8d1f-081fb8169201","109","","","DINE_IN","","644","32.2","0","676.2","2026-02-27T16:30:33.060Z"
"0962d5d2-6fba-43c5-958d-cf9f0822b4b9","45","","","DINE_IN","","657","32.85","0","689.85","2026-02-25T12:51:29.886Z"
"0965068d-a522-4087-bc10-0c8827ac92e7","4","","","DINE_IN","","2453","122.65","0","2575.65","2026-03-13T07:32:03.392Z"
"099028e3-e4c5-4d0c-b670-665c8f21baf5","133","","","DINE_IN","","2130","53.25000000000001","1065","1118.25","2026-03-07T17:26:35.905Z"
"099292b9-107a-4726-a238-893a7fbc5499","95","","","DINE_IN","","718","35.9","0","753.9","2026-03-11T16:03:16.807Z"
"09d20c41-a64b-4073-8166-ec762c45a7e1","13","","","DINE_IN","","2871","143.55","0","3014.55","2026-02-23T08:12:23.155Z"
"09dbfae8-c6db-482c-aae2-d2dce46c9559","16","","","DINE_IN","","608","30.400000000000002","0","638.4","2026-02-21T10:37:15.061Z"
"09fb8c72-7c54-4f4a-bc16-49fc17c671fe","27","","","DINE_IN","","1704","85.2","0","1789.2","2026-02-19T05:14:51.082Z"
"0a7da73c-70a0-44ed-a23f-2848dc82ab01","10","","","DINE_IN","","199","6.467500000000001","69.64999999999999","135.81750000000002","2026-03-11T07:26:11.576Z"
"0a7feb9d-bb9c-48d5-9e1d-ed59e11a590c","34","","","DINE_IN","","349","11.3425","122.14999999999999","238.19250000000002","2026-02-27T10:38:41.360Z"
"0a85f343-a4b9-4679-b0f1-88dd1a08896c","80","","","DINE_IN","","691","17.275000000000002","345.5","362.775","2026-03-04T14:38:23.433Z"
"0a8d7444-19a5-4068-8a09-eb1b6fc8f029","42","","","DINE_IN","","399","19.95","0","418.95","2026-03-05T11:49:50.670Z"
"0afa5965-4efb-4baf-8fe0-f21c8d5e14ee","40","","","DINE_IN","","937","46.85","0","983.85","2026-02-19T05:14:51.082Z"
"0b090aa6-2d0d-4f8e-8385-541233040376","107","","","DINE_IN","","336","8.4","168","176.4","2026-03-04T15:57:02.680Z"
"0b10871a-dc86-4de8-a9e8-a8d78452aa99","106","","","DINE_IN","","537","26.85","0","563.85","2026-02-27T16:14:32.063Z"
"0b24912e-8261-4e0f-819c-d50dd10b4567","54","","","DINE_IN","","924","23.1","462","485.1","2026-03-03T12:19:03.657Z"
"0b372562-d645-48d0-80dc-d34cdd101cbc","63","","","DINE_IN","","399","19.950000000000003","0","418.95","2026-03-04T13:24:42.907Z"
"0b68de72-e478-4a5c-b6b3-682e1bede815","48","","","DINE_IN","","2740","137","0","2877","2026-02-19T05:14:51.082Z"
"0be85a21-cf0a-40b1-b256-2ac4b56038c7","11","","","DINE_IN","","758","37.9","0","795.9","2026-03-08T07:41:46.025Z"
"0c4bb4e0-2438-4123-b855-3b68a98380de","74","","","DINE_IN","","897","44.85","0","941.85","2026-03-10T15:29:21.490Z"
"0c5d31bc-ceaa-4a28-bb57-3c176f19251a","55","","","DINE_IN","","1196","59.800000000000004","0","1255.8","2026-03-08T13:21:21.302Z"
"0c606fbe-9482-4e57-b81e-26b5e6580e89","96","","","DINE_IN","","1627","81.35000000000001","0","1708.35","2026-03-10T17:06:36.534Z"
"0c613567-f4d4-4152-8af7-56c4697c9daf","96","","","DINE_IN","","1546","77.3","0","1623.3","2026-03-07T14:51:43.185Z"
"0c9ef608-c714-4727-9cbe-6662eafe5c68","27","","","DINE_IN","","350","17.5","0","367.5","2026-03-11T10:19:42.898Z"
"0ca84c1b-a397-4611-9dfb-5351d4f7ec77","26","","","DINE_IN","","548","27.400000000000002","0","575.4","2026-03-01T10:52:26.103Z"
"0cabd0ff-6af6-4287-b835-7cb478392e1a","105","","","DINE_IN","","812","40.60000000000001","0","852.6","2026-03-11T16:31:20.059Z"
"0d0109ea-846e-4f9c-8a0f-db8b97aa7276","73","","","DINE_IN","","2276","113.80000000000001","0","2389.8","2026-03-06T15:00:45.329Z"
"0d186e2d-1ec1-466c-9afd-402e18bdbf51","82","","","DINE_IN","","8689","434.4499999999998","0","9123.45","2026-02-26T15:20:12.916Z"
"0d1b1365-8d41-430d-95c3-eeaa552d14d7","36","","","DINE_IN","","399","19.950000000000003","0","418.95",""
"0d48fef2-2f93-4785-97ad-bc7c3a9ec99a","4","","","DINE_IN","","598","29.900000000000002","0","627.9","2026-03-09T05:48:48.283Z"
"0d4ca26e-d65c-4b25-88f6-f85539068ab4","110","","","DINE_IN","","2620","91.69999999999999","786","1925.7","2026-02-22T15:47:02.048Z"
"0d5fcd30-51ad-478f-a132-6e4250802cfb","5","","","DINE_IN","","390","9.75","195","204.75","2026-03-04T06:58:42.711Z"
"0d67225c-533c-45f4-acb8-4dabb3622909","129","","","DINE_IN","","160","5.75","45","120.75","2026-03-04T17:14:24.706Z"
"0d86fff4-46d1-4709-8a1c-2b292d7d7fa3","87","","","DINE_IN","","9347","233.675","4673.5","4907.175","2026-02-21T16:55:31.060Z"
"0d8b498b-aaed-4fb6-b92d-8db3a4e0b186","94","","","DINE_IN","","938","46.9","0","984.9","2026-03-07T14:46:03.641Z"
"0d987134-b4e6-4600-b519-2607658f2d6b","21","","","DINE_IN","","1312","65.6","0","1377.6","2026-03-02T10:56:35.187Z"
"0d9aa917-57c5-41af-8b5b-b6d4b99c5166","16","","","DINE_IN","","598","29.9","0","627.9","2026-03-04T08:13:53.750Z"
"0db5ab3a-583b-4b3b-a184-dfd726d12262","9","","","DINE_IN","","956","47.800000000000004","0","1003.8","2026-03-07T07:48:43.238Z"
"0dbf3dc4-47b5-4985-b9ff-35b54c9d3ff5","20","","","DINE_IN","","349","11.3425","122.14999999999999","238.19250000000002","2026-03-09T09:07:42.078Z"
"0e008695-79f6-4ea8-9e98-bb0febb59192","59","","","DINE_IN","","698","17.45","349","366.45","2026-03-03T12:59:03.063Z"
"0e03b6aa-e126-42c3-9bf2-a3eed86a8c9e","62","","","DINE_IN","","518","12.950000000000001","259","271.95","2026-02-22T13:22:15.400Z"
"0e0a7da3-39cf-40c7-a10d-9ef72986b026","67","","","DINE_IN","","473","23.65","0","496.65","2026-03-02T15:26:30.412Z"
"0e0dd38a-6dc7-4a14-9275-1bfe83fc0f2a","2","","","DINE_IN","","179","0.8949999999999999","161.1","18.795000000000005","2026-03-02T06:00:07.747Z"
"0e31841f-bc0e-45fa-b526-23099178515c","69","","","DINE_IN","","299","14.950000000000001","0","313.95","2026-03-06T14:42:34.148Z"
"0e4a356c-a6d2-42b8-851b-31370daf615e","6","","","DINE_IN","","1038","51.900000000000006","0","1089.9","2026-02-21T08:36:09.522Z"
"0e5be444-f53b-4522-a5c1-e79c2bc20cca","12","","","DINE_IN","","755","37.75","0","792.75","2026-02-22T08:43:47.193Z"
"0e5d7dc6-4d00-466a-b934-c893b49eb28d","6","","","DINE_IN","","458","20.61","45.800000000000004","432.81","2026-02-24T07:25:57.485Z"
"0e9679d0-00ee-4cc9-a5ec-921bb9f2f184","3","","","DINE_IN","","528","26.400000000000002","0","554.4","2026-03-02T07:37:40.223Z"
"0ec0b7a2-d0ed-4e6a-ae1c-47d4634201c3","34","","","DINE_IN","","634","31.7","0","665.7","2026-02-26T11:30:58.658Z"
"0ee5a58b-219f-4592-aa81-92778a264dbe","64","","","DINE_IN","","239","11.950000000000001","0","250.95","2026-03-03T13:30:48.111Z"
"0efde2db-3b1c-4482-a7d4-c7025ba9fda6","28","","","DINE_IN","","1833","91.65","0","1924.65","2026-03-06T09:56:36.915Z"
"0f4f1884-97d8-4064-becc-1e7815a0b0f3","42","","","DINE_IN","","2084","104.2","0","2188.2","2026-02-19T16:47:48.964Z"
"0f87cb29-bdb1-4886-9b1c-cb0b7725cc8e","6","","","DINE_IN","","617","30.85","0","647.85","2026-02-25T07:54:03.893Z"
"0fb00219-1c38-44c5-9102-b26be8a373a6","123","","","DINE_IN","","457","22.85","0","479.85","2026-02-22T16:44:36.471Z"
"0fb849bd-24b0-4c16-86e7-654aff76d10c","23","","","DINE_IN","","1440","72","0","1512","2026-02-22T09:20:10.082Z"
"0fb9a420-6407-49fc-b26d-e4a40317a36f","77","","","DINE_IN","","399","9.975000000000001","199.5","209.475","2026-03-11T15:09:10.191Z"
"0fd15b8e-8d2c-4936-a2f6-cf4513c005a3","35","","","DINE_IN","","239","11.950000000000001","0","250.95","2026-03-12T12:19:11.724Z"
"1025728a-6669-465e-8dca-ada52c716732","23","","","DINE_IN","","848","42.400000000000006","0","890.4","2026-03-07T10:02:46.989Z"
"103fb0aa-6c4b-46ed-8e45-1bb41d1da5a5","23","","","DINE_IN","","229","5.7250000000000005","114.5","120.225","2026-02-19T16:47:48.964Z"
"10d60a53-9809-41be-bc54-7be70f3f4094","67","","","DINE_IN","","539","26.950000000000003","0","565.95","2026-02-26T14:27:13.363Z"
"10dbba24-f52f-4b79-aedb-9434ca7cc708","102","","","DINE_IN","","1247","62.349999999999994","0","1309.35","2026-02-27T16:01:18.727Z"
"10e9c652-e5ec-4b8e-8086-d26e400178dd","15","","","DINE_IN","","539","26.95","0","565.95","2026-03-03T08:12:02.465Z"
"110cdaf8-d2fa-475f-824a-333b9a105651","36","","","DINE_IN","","1234","61.7","0","1295.7","2026-03-09T11:55:24.655Z"
"112ed671-7773-449c-ad93-da881d957d3c","82","","","DINE_IN","","120","4.800000000000001","24","100.8","2026-03-10T15:57:53.800Z"
"11481a08-f4cb-4d2f-acc0-ac479ce6c14c","98","","","DINE_IN","","2783","118.2775","417.45","2483.8275000000003","2026-03-08T17:45:19.547Z"
"1163a574-03b6-441e-9cf1-a3644f7f0251","66","","","DINE_IN","","129","3.225","64.5","67.725","2026-03-06T14:23:21.957Z"
"11831a97-3b82-4424-98af-32377dcc86ea","94","","","DINE_IN","","2758","137.9","0","2895.9","2026-03-10T16:56:20.729Z"
"1197d30f-eb98-4fba-8627-b75d8a7993d8","16","","","DINE_IN","","569","28.45","0","597.45","2026-03-02T09:37:48.725Z"
"119b98fa-3a71-4ce3-bbe9-f541c87e3200","37","","","DINE_IN","","1322","66.10000000000001","0","1388.1","2026-03-10T11:47:17.096Z"
"11b4e6af-598f-4901-9bd4-d98841f1cd86","65","","","DINE_IN","","1011","48.050000000000004","0","1059.05","2026-03-08T14:07:12.239Z"
"11d26792-b5e4-4187-80fd-e9adba200273","46","","","DINE_IN","","718","35.9","0","753.9","2026-03-06T12:39:39.784Z"
"11f95532-3d1c-4cc2-84e4-2b1a042ca5bc","60","","","DINE_IN","","299","7.4750000000000005","149.5","156.975","2026-02-21T14:53:21.767Z"
"1224971d-8251-491a-be7d-55c64a8e22ec","50","","","DINE_IN","","299","7.4750000000000005","149.5","156.975","2026-02-22T12:50:03.103Z"
"122c41b3-da76-4d5f-9cc7-dfc0e70b71eb","29","","","DINE_IN","","219","10.950000000000001","0","229.95","2026-03-01T11:10:58.037Z"
"122f85b4-c2c1-48ea-bf8b-8ecf0fd04acd","86","","","DINE_IN","","2143","107.15","0","2250.15","2026-03-05T15:38:21.090Z"
"1246b0ed-c679-40c8-b359-7d87c371b0f4","109","","","DINE_IN","","5768","285.89999999999986","0","6053.9","2026-03-09T17:27:54.741Z"
"125e7d26-e419-4b9e-939d-a6b77fecf17e","6","","","DINE_IN","","349","16.577499999999997","17.45","348.1275","2026-03-06T06:40:22.358Z"
"13244648-29c5-4543-889d-9b625b7b3124","5","","","DINE_IN","","1776","88.80000000000001","0","1864.8","2026-03-03T06:40:52.339Z"
"13329c46-0956-4f1b-8c64-3842919fbaec","11","","","DINE_IN","","1036","46.800000000000004","0","1082.8",""
"133997c6-f247-4ca0-8a26-c06230ff1815","63","","","DINE_IN","","1047","26.175000000000004","523.5","549.675","2026-03-08T13:52:17.609Z"
"1399caa0-5af4-403f-b08f-8bda696884e0","103","","","DINE_IN","","239","11.950000000000001","0","250.95","2026-03-04T15:49:41.520Z"
"13ca5072-348d-46f5-b920-ad7fded85afd","41","","","DINE_IN","","399","19.950000000000003","0","418.95","2026-02-27T11:00:39.948Z"
"13d12aa3-0d95-4e26-b4e8-b37b5cfff4ef","17","","","DINE_IN","","888","44.400000000000006","0","932.4","2026-02-23T08:39:13.026Z"
"13d3adab-95cc-49fd-85ad-925ecc1ac159","69","","","DINE_IN","","199","9.950000000000001","0","208.95","2026-03-02T15:35:30.102Z"
"13da3ffc-7d27-46ac-a2fb-7aa1206a6e6b","11","","","DINE_IN","","628","31.400000000000002","0","659.4","2026-03-12T08:24:02.308Z"
"13f3779b-9e4a-4065-ba3b-6967ae7daaba","53","","","DINE_IN","","3314","165.7","0","3479.7",""
"1445c17c-b490-409a-b69e-9f9a6e356d28","47","","","DINE_IN","","1302","65.1","0","1367.1","2026-03-10T12:47:43.575Z"
"146cf1c6-6bdf-47d9-adff-7389f37df51c","98","","","DINE_IN","","934","46.70000000000001","0","980.7","2026-03-04T15:31:09.236Z"
"1481f3aa-4760-405c-b3a5-8b5ed4211c10","6","","","DINE_IN","","349","8.725","174.5","183.225","2026-02-18T10:44:07.235Z"
"1495048b-34ad-4868-b802-9f295a10d6db","2","","","DINE_IN","","4788","239.39999999999998","0","5027.4",""
"14e6b9ca-40cc-4aab-b8d6-1ace5b4975ae","88","","","DINE_IN","","907","45.35000000000001","0","952.35","2026-03-06T15:48:07.268Z"
"14eae10f-95b7-4394-bd1d-5ee0f7c7afc6","126","","","DINE_IN","","1057","47.565000000000005","105.7","998.865","2026-02-22T16:58:58.703Z"
"14ee5616-d4c3-43a6-a5f3-e5e95d6205d0","15","","","DINE_IN","","303","15.150000000000002","0","318.15","2026-03-12T09:01:14.296Z"
"1527598e-7b74-4f3d-aa93-f47063a254fc","84","","","DINE_IN","","1568","78.4","0","1646.4","2026-03-10T16:06:03.081Z"
"152bdec0-f69a-443f-93ae-bc165bdea479","58","","","DINE_IN","","598","14.950000000000001","299","313.95","2026-03-02T14:33:47.158Z"
"1540403d-41e7-4e1d-ad54-80909f170e3d","5","","","DINE_IN","","409","10.225","204.5","214.725","2026-03-05T07:29:02.359Z"
"157e5b90-9d6c-4c4b-ab4f-9fd04c30a3e1","8","","","DINE_IN","","2293","114.65","0","2407.65","2026-02-21T09:01:05.608Z"
"158d500f-df3b-43e7-90bb-cf98b86c0610","109","","","DINE_IN","","1102","55.1","0","1157.1","2026-03-07T15:42:00.983Z"
"15a74565-fa38-429e-b634-a44b84f89ff3","68","","","DINE_IN","","728","36.4","0","764.4","2026-03-10T15:09:24.382Z"
"15de6cc8-1011-4925-926f-8caa255df4c0","40","","","DINE_IN","","349","17.45","0","366.45","2026-03-12T12:53:21.631Z"
